FID,RowID_,SRRecordID,ServiceReq,SRType,MethodRece,CreatedDat,SRStatus,StatusDate,DueDate,CloseDate,Agency,LastActivi,LastActi_1,Outcome,Address,ZipCode,Neighborho,CouncilDis,PoliceDist,PolicePost,Latitude,Longitude,GeoLocatio,NeedsSync,IsDeleted,HashedReco,timetoclose
16525,1410882,5004w00002xNVOyAAO,24-00389344,SW-Dirty Street,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"1100 W NORTH AVE, Baltimore City, 21217",21217,Reservoir Hill,7,Western,734,39.310545587161158,-76.636043131460667,"(39.310545587161158, -76.636043131460667)",0,0,2XzbEJrCkD11WxaT+q2Xm03jfAJeOwulbteKPCgoHO4=,1
16526,1410886,5004w00002xNVPDAA4,24-00389346,SW-Dirty Alley,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"2509 PENNSYLVANIA AVE, Baltimore City, 21217",21217,Penn North,7,Western,733,39.310535900704203,-76.642573519475519,"(39.310535900704203, -76.642573519475519)",0,0,OgIJFAAgw/QNyXIKuGJ6x6xx4Z7a1Gptl+wA7pDKSPk=,1
16527,1410893,5004w00002xNVpQAAW,24-00389387,SW-Dirty Alley,API,1715126400000,Closed (Duplicate),1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"215 W MULBERRY ST, Baltimore City, 21201",21201,Downtown,11,Central,113,39.293782482302525,-76.618850423545680,"(39.293782482302525, -76.618850423545680)",0,0,m5sOOFkjb+HSYCqc7jzeYmyJdkq8dgBTziQRYg3u6u4=,0
16528,1410897,5004w00002xNVQGAA4,24-00389348,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2400 GREENMOUNT AVE, Baltimore City, 21218",21218,Barclay,12,Eastern,313,39.316330951174898,-76.609656361947643,"(39.316330951174898, -76.609656361947643)",0,0,emXtBQ0KYU+iJJphsgRMfc156D/rTSaSerx0VHjVPnA=,0
16529,1410900,5004w00002xNVqnAAG,24-00389391,SW-Dirty Alley,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"534 N GLOVER ST, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.297711795910551,-76.580248115864023,"(39.297711795910551, -76.580248115864023)",0,0,pALviBk0ULMaOghLmB4kzWlz6XmF35Ate2cf3aSog18=,0
16530,1410907,5004w00002xNVrqAAG,24-00389393,SW-Dirty Street,API,1715126400000,Closed (Duplicate),1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,SR assessed and no cause for action determined,"1824 PENNSYLVANIA AVE, Baltimore City, 21217",21217,Upton,11,Western,713,39.304646443833484,-76.636360469832809,"(39.304646443833484, -76.636360469832809)",0,0,4LfqwmyT2qJry0mGFcXsjfle2cBww1Sf5zkHO9/Mifs=,0
16531,1410908,5004w00002xNvrrAAC,24-00403583,SW-Dirty Alley,Phone,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"1800 MADISON AVE, Baltimore City, 21217",21217,Madison Park,11,Western,713,39.307031138627998,-76.632133560457589,"(39.307031138627998, -76.632133560457589)",0,0,RNcflehrwiSgWCWosGRSCASpNzy0jHSu2u0wZ9w/IfI=,1
16532,1410909,5004w00002xNvrSAAS,24-00403582,SW-Dirty Street,Phone,1715558400000,Closed,1715731200000,1716336000000,1715731200000,Solid Waste,Service Response,1715731200000,Work completed,"FAIRVIEW AVE & GARRISON BLVD, Baltimore City, 21216",21216,Concerned Citizens of Forest Park,6,Northwestern,612,39.324256059323218,-76.681696937021897,"(39.324256059323218, -76.681696937021897)",0,0,7b7CYiSAlaoe74evB8ICTY6iEhjG3nLyPP92l/Ew8iQ=,2
16533,1410915,5004w00002xNvSIAA0,24-00403493,SW-Dirty Street,API,1715558400000,Closed (Duplicate),1715558400000,1716336000000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"CALLOW AVE & DRUID PARK LAKE DR, Baltimore City, 21217",21217,Reservoir Hill,7,Western,735,39.316665378101398,-76.631457081037240,"(39.316665378101398, -76.631457081037240)",0,0,mritqJRXBxluuPBBgBi5IVFVxqmfJk6pHn1wT9W1wdE=,0
16534,1410922,5004w00002xNVsZAAW,24-00389395,SW-Dirty Alley,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"4512 CURTIS AVE, Baltimore City, 21226",21226,Curtis Bay,10,Southern,913,39.224912722424541,-76.586979389574282,"(39.224912722424541, -76.586979389574282)",0,0,nfgBXsST5Pxy6AbqdifziZIPWDF+q/4C3hiolXbb16E=,0
16535,1410926,5004w00002xNVTPAA4,24-00389352,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"3200 BLK BELAIR RD, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,331,39.321327797312904,-76.573994753344934,"(39.321327797312904, -76.573994753344934)",0,0,/egIKLgL3a6ljCcfCT8OhnzuU+VlnfbpNJ6n2PEf04c=,0
16536,1410937,5004w00002xNVV2AAO,24-00389373,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"3200 BELAIR RD, BC, 21213",21213,Clifton Park,14,Eastern,325,39.320753183825943,-76.574845642695678,"(39.320753183825943, -76.574845642695678)",0,0,Xo+DEqYskyHt/9P4kwnRsTwFYR6qAMhHNN/BIwS7+hs=,0
16537,1410943,5004w00002xNVVLAA4,24-00389356,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"4300 BELAIR RD, Baltimore City, 21206",21206,Belair-Parkside,3,Northeastern,421,39.328461590072706,-76.565381371528616,"(39.328461590072706, -76.565381371528616)",0,0,8Cc2MXc0NgnGyLB1CvvBs/FP3J0qxZ/wmdu8JA9IPcQ=,0
16538,1410991,5004w00002xNVyDAAW,24-00389411,SW-Dirty Alley,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"1001 N ROSEDALE ST, Baltimore City, 21216",21216,Franklintown Road,9,Western,723,39.299496087630608,-76.667776905219498,"(39.299496087630608, -76.667776905219498)",0,0,MY8CcrtPQN3v+xSwpLzuBEigBy13odgfiDMq8mYDDqU=,0
16539,1410997,5004w00002xNVyNAAW,24-00389413,SW-Dirty Alley,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work could not be completed,"1700 BLK EDMONDSON-FRANKLIN, Baltimore City, 21223",21223,Harlem Park,9,Western,725,39.294688012909326,-76.645324743621217,"(39.294688012909326, -76.645324743621217)",0,0,3NoN2/Int+lzhDR17UXvU2clc+ovUwmEOvXzu3WkTlM=,0
16540,1411036,5004w00002xNw1XAAS,24-00403633,SW-Dirty Street,Phone,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"500 S LUZERNE AVE, Baltimore City, 21224",21224,Canton,1,Southeastern,211,39.285742673371573,-76.580209284510673,"(39.285742673371573, -76.580209284510673)",0,0,tUkimjA7t1TqygbvNj5z05FGcpohYEUf6TzG5SphwXI=,1
16541,1411056,5004w00002xNW3NAAW,24-00389436,SW-Dirty Street,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"2800 BLK LAURETTA AVE, Baltimore City, 21223",21223,Penrose/Fayette Street Outreach,9,Southwestern,823,39.293650237748956,-76.663588239554429,"(39.293650237748956, -76.663588239554429)",0,0,34gm5RdGwScPwbSpgC26aRWMJqJAdyNQsDHk/SwLT+A=,1
16542,1411066,5004w00002xNw4MAAS,24-00403643,SW-Dirty Alley,Phone,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"3529 E BALTIMORE ST, Baltimore City, 21224",21224,Baltimore Highlands,1,Southeastern,214,39.292401454531870,-76.567663214965904,"(39.292401454531870, -76.567663214965904)",0,0,0hZQW0uyw6IVnINcERDcygYpy/HIKmSKEPD/Ey3BKsw=,1
16543,1411110,5004w00002xNW8xAAG,24-00389474,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"2236 E OLIVER ST, Baltimore City, 21213",21213,Broadway East,13,Eastern,323,39.307959388680253,-76.586185905699523,"(39.307959388680253, -76.586185905699523)",0,0,7nT+1fH8u4+WwA/Kfw7EIJIATFCSWwYGpDBVEH/qE2Q=,1
16544,1411169,5004w00002xNwbGAAS,24-00403839,SW-Dirty Alley,API,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"635 N KENWOOD AVE, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.298678651087315,-76.577839529096522,"(39.298678651087315, -76.577839529096522)",0,0,uxirz8kgQKYRapdixZ5vjzxU+22n1vEBa+YWAkTQYQ8=,1
16545,1411197,5004w00002xNwcEAAS,24-00403849,SW-Dirty Alley,API,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"2919 E MONUMENT ST, Baltimore City, 21205",21205,Ellwood Park/Monument,13,Southeastern,215,39.298924481832628,-76.576052977846913,"(39.298924481832628, -76.576052977846913)",0,0,E7kgvq9cZDptHNTCIO69bcbjq06/CQ/kmiYYK3jHLHI=,1
16546,1411261,5004w00002xNweeAAC,24-00403869,SW-Dirty Street,Phone,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"200 BLK W CHASE ST, Baltimore City, 21201",21201,Mid-Town Belvedere,11,Central,123,39.301879949240842,-76.619116057591469,"(39.301879949240842, -76.619116057591469)",0,0,5dBzjxVz5wu1ugJ8yvx6gPTg+YlsoQ5aEPzRseD2wlM=,1
16547,1411274,5004w00002xNWEpAAO,24-00389503,SW-Dirty Street,API,1714953600000,Closed (Transferred),1715126400000,1715731200000,1715126400000,Solid Waste,Service Response,-2209161600000, ,"(WS UPPER ELLICOTT DRIVEWAY OPP LANVALE ST), Baltimore City, 21216",21216,Franklintown Road,9,Western,723,39.296940496256923,-76.668622628644925,"(39.296940496256923, -76.668622628644925)",0,0,GiX8aKMbeKfLoGbwPyb9lmdBuE97ihefKYME1nfuA90=,2
16548,1411285,5004w00002xNWF4AAO,24-00389506,SW-Dirty Street,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"421 N LUZERNE AVE, Baltimore City, 21224",21224,McElderry Park,13,Southeastern,224,39.296184643619100,-76.580517358535772,"(39.296184643619100, -76.580517358535772)",0,0,DPVkWzExIsTlLNByiavtaD0cYgL18p+OIRmHuWKsrK4=,1
16549,1411294,5004w00002xNWFiAAO,24-00389511,SW-Dirty Street,API,1714953600000,Closed (Transferred),1715126400000,1715731200000,1715126400000,Solid Waste,Service Response,-2209161600000, ,"600 BLK UPPER ELLICOTT DR, Baltimore City, 21216",21216,Franklintown Road,9,Western,723,39.296637104065340,-76.668672285876113,"(39.296637104065340, -76.668672285876113)",0,0,g9ZQHF1wsI2HX9U5GCVW24Q9kxdSgH07F1zrAowCYtE=,2
16550,1411307,5004w00002xNWfWAAW,24-00389697,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"4007 BANCROFT RD, Baltimore City, 21215",21215,Glen,5,Northwestern,634,39.356600733726623,-76.701751748804881,"(39.356600733726623, -76.701751748804881)",0,0,GkQf73snpPDOUJP3CZ6kE1DRwjDTTUJ1k4E4z299cxU=,1
16551,1411347,5004w00002xNwHGAA0,24-00403720,SW-Dirty Alley,Phone,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"1100 DUNDALK AVE, Baltimore City, 21224",21224,Graceland Park,1,Southeastern,232,39.281355671223913,-76.535768446278126,"(39.281355671223913, -76.535768446278126)",0,0,neu3P7h3vY7nk5avyI0PJBM9kbx7cZIs6p9ALdveBYE=,1
16552,1411454,5004w00002xNwkXAAS,24-00403922,SW-Dirty Street,Phone,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work could not be completed,"LINDEN AVE & WHITELOCK ST, Baltimore City, 21217",21217,Reservoir Hill,7,Western,734,39.313847237119070,-76.635583346165902,"(39.313847237119070, -76.635583346165902)",0,0,oEV2GbrVnP3Ed0ic8YPSarvHv9z9r76sFe1dJ+kstwg=,1
16553,1411493,5004w00002xNwmdAAC,24-00403940,SW-Dirty Alley,API,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"4228 FREDERICK AVE, Baltimore City, 21229",21229,Irvington,8,Southwestern,814,39.281886492375598,-76.686220272395659,"(39.281886492375598, -76.686220272395659)",0,0,Vur4Gzna/AI1nD1k5L7aTrEOUaGjnwvr4s/yZKeYfXw=,1
16554,1411524,5004w00002xNwngAAC,24-00403949,SW-Dirty Alley,API,1715558400000,Closed,1715731200000,1716336000000,1715731200000,Solid Waste,Service Response,1715731200000,Work completed,"3400 LEVERTON AVE, Baltimore City, 21224",21224,Baltimore Highlands,1,Southeastern,214,39.291934766498471,-76.568870912817857,"(39.291934766498471, -76.568870912817857)",0,0,YsKyNq8XhxuTI+ODD09mAqfzH8EmRQMf1bc3DnJ0c7Y=,2
16555,1411561,5004w00002xNwoPAAS,24-00403954,SW-Dirty Alley,Phone,1715558400000,Closed,1715817600000,1716336000000,1715817600000,Solid Waste,Service Response,1715817600000,SR assessed and no cause for action determined,"4200 GLENMORE AVE, Baltimore City, 21206",21206,Cedmont,2,Northeastern,434,39.351154144647396,-76.533743629155026,"(39.351154144647396, -76.533743629155026)",0,0,GJNxyfbFBl7xlixbkiHwB3VVPmejQdBlzuGmUEDNrEs=,3
16556,1411567,5004w00002xNwoZAAS,24-00403955,SW-Dirty Alley,API,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"3405 LEVERTON AVE, Baltimore City, 21224",21224,Baltimore Highlands,1,Southeastern,214,39.291703014360344,-76.568895836615098,"(39.291703014360344, -76.568895836615098)",0,0,1j9Aoym+2q+kOVxIWvv2YxDfhxUNifSrgMWK+g/cLno=,1
16557,1411577,5004w00002xNWpCAAW,24-00389772,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"3600 WEST BAY AVE, Baltimore City, 21225",21225,Brooklyn,10,Southern,913,39.233426795296261,-76.594498469367082,"(39.233426795296261, -76.594498469367082)",0,0,7VQqO/EyG0K5qyLnY23BzwxFXAJufB0IqiM4bIHs+ik=,1
16558,1411631,5004w00002xNWqUAAW,24-00389783,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"1320 CAMBRIA ST, Baltimore City, 21225",21225,Curtis Bay,10,Southern,913,39.232523339373493,-76.591634293573946,"(39.232523339373493, -76.591634293573946)",0,0,BvAOSJ44mDYvvSwFuwZat9fJGHXjt602WyByLLiXJBA=,1
16559,1411680,5004w00002xNwsRAAS,24-00403987,SW-Dirty Street,Phone,1715558400000,Closed,1715817600000,1716336000000,1715817600000,Solid Waste,Service Response,1715817600000,Work completed,"3000 BLK MAYFIELD AVE, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,331,39.321181118255552,-76.571130227172986,"(39.321181118255552, -76.571130227172986)",0,0,DN/sx2jpCRV7gg5U9TOgtmcLYgtgaPa9BXcfN2Dqm10=,3
16560,1411747,5004w00002xNWuMAAW,24-00389811,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"2446 LAKEVIEW AVE, Baltimore City, 21217",21217,Reservoir Hill,7,Western,735,39.315872688786484,-76.632845303988674,"(39.315872688786484, -76.632845303988674)",0,0,9bQ4qggvH7+tAduvjDX/D4KeOS9rbmdy4ol2lBYfMu0=,1
16561,1411749,5004w00002xNWUOAA4,24-00389617,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"3800 NORFOLK AVE, Baltimore City, 21216",21216,Concerned Citizens of Forest Park,6,Northwestern,612,39.324992690785997,-76.682834012850208,"(39.324992690785997, -76.682834012850208)",0,0,xHRlcCQtCE7tW11jxzC/98QHddrJK3Eqp+2SRrip5Qs=,1
16562,1411794,5004w00002xNWwNAAW,24-00389831,SW-Dirty Alley,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work could not be completed,"N CALVERT ST & E FAYETTE ST, Baltimore City, 21202",21202,Downtown,11,Central,114,39.290469719542386,-76.612348079630777,"(39.290469719542386, -76.612348079630777)",0,0,hM64agu1AhDpIEORrPtHFCDhEROw5IXx+MIfDWAng7M=,1
16563,1411805,5004w00002xNWwwAAG,24-00389836,SW-Dirty Alley,API,1715126400000,Closed (Duplicate),1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work could not be completed,"N CALVERT ST & E FAYETTE ST, Baltimore City, 21202",21202,Downtown,11,Central,114,39.290469719542386,-76.612348079630777,"(39.290469719542386, -76.612348079630777)",0,0,MCmzLDScA7hjCaAAwQb942fRKApOMKeGnNk/XOy5ku0=,1
16564,1411922,5004w00002xNx2bAAC,24-00404059,SW-Dirty Street,API,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"2200 EDGEWATER ST, Baltimore City, 21222",21222,Holabird Industrial Park,1,Southeastern,231,39.264539253607047,-76.539257913077392,"(39.264539253607047, -76.539257913077392)",0,0,IguMEq3wFbey9MRxnRCbp/iKPBQL5H0THCVWfeahafc=,1
16565,1411961,5004w00002xNX4vAAG,24-00389889,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"4148 DORIS AVE, Baltimore City, 21225",21225,Brooklyn,10,Southern,914,39.229198820990149,-76.604337873571694,"(39.229198820990149, -76.604337873571694)",0,0,aUCi0oUejrp3J3VEmyAYUrVKzJhFwOGdeZOt72xVIhs=,1
16566,1411986,5004w00002xNX6cAAG,24-00389905,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"800 JACK ST, Baltimore City, 21225",21225,Brooklyn,10,Southern,914,39.231860957872541,-76.600840789481722,"(39.231860957872541, -76.600840789481722)",0,0,Wl7pmbpwCS4xKyAGUDfCCCzz1vSHPe5PcCcY94OPuNo=,1
16567,1412017,5004w00002xNX84AAG,24-00389918,SW-Dirty Alley,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"1040 HUBBARD ALY, Baltimore City, 21202",21202,Johnston Square,12,Central,124,39.302395712379983,-76.607036607107887,"(39.302395712379983, -76.607036607107887)",0,0,27G87jy9Vbe+YgvXLakyL0sjNbFiHvN7NHu5HAbIjUA=,1
16568,1412073,5004w00002xNXaXAAW,24-00390131,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"3303 OAKFIELD AVE, Baltimore City, 21207",21207,Central Forest Park,6,Northwestern,622,39.324891527868438,-76.686523943234960,"(39.324891527868438, -76.686523943234960)",0,0,0KZEZQfR5KdGYb/UhYXv9xfKUYXZHIMU250Au31Kzb0=,1
16569,1412077,5004w00002xNXb6AAG,24-00390136,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"3100 BLK ELMORA AVE, Baltimore City, 21213",21213,Four By Four,13,Eastern,333,39.315869918862596,-76.579053677229410,"(39.315869918862596, -76.579053677229410)",0,0,L02zpd4OHOrZoOo8jQDnnMAarZzePaFQR3lsf57GxNQ=,1
16570,1412082,5004w00002xNxbgAAC,24-00404296,SW-Dirty Street,API,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"BUSH ST & WARD ST, Baltimore City, 21230",21230,Washington Village/Pigtown,10,Southern,931,39.278094036182445,-76.637500966682637,"(39.278094036182445, -76.637500966682637)",0,0,b6kjTpT91lHIsgqd+IC4U18hlRYtDbgD06AhsEl9hiU=,1
16571,1412086,5004w00002xNxBJAA0,24-00404118,SW-Dirty Street,Phone,1715558400000,Closed,1715731200000,1716336000000,1715731200000,Solid Waste,Service Response,1715731200000,Work completed,"1 S HIGH ST, Baltimore City, 21202",21202,Jonestown,12,Central,131,39.290041098650271,-76.603944130545941,"(39.290041098650271, -76.603944130545941)",0,0,MCQx7R3Fq/2TDwgc/QNonmkq/tfZd5PiOOHNUDkKyDM=,2
16572,1412205,5004w00002xNXfEAAW,24-00390365,SW-Dirty Alley,Phone,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"2506 SAINT PAUL ST, Baltimore City, 21218",21218,Charles Village,12,Northern,513,39.318673233578998,-76.615712041840681,"(39.318673233578998, -76.615712041840681)",0,0,kMfdE3Pkwsoe/gTxyR9VELTRltrSWOYdDgicWbpGOSI=,1
16573,1412208,5004w00002xNXfhAAG,24-00390180,SW-Dirty Alley,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"2301 BRYANT AVE, Baltimore City, 21217",21217,Auchentoroly-Parkwood,7,Western,732,39.316783988228799,-76.648443465487901,"(39.316783988228799, -76.648443465487901)",0,0,/A4umEVLIxYImY/fjCNzgf9zvHamEPG0WLDVPTOGLM0=,1
16574,1412209,5004w00002xNXfIAAW,24-00390173,SW-Dirty Alley,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"800 N BROADWAY, Baltimore City, 21205",21205,Gay Street,12,Central,125,39.299535517662726,-76.594636118582898,"(39.299535517662726, -76.594636118582898)",0,0,iFPImQJ2PvojMNIvQdRMudcLF0+at9D3gjf133fvit4=,0
